Agency,Organization,Account Type,Character Code,Object,2015,2016,2017,2018
44 -  STREETS,44401 - ST STREET SWEEPING ADMIN,Expense,57 - INTER DEPART CHARGES,57140 - ID CHARGE FROM ENGINEERING,4975.00,0.00,5000.00,5000.00
31 -  POLICE,31155 - TRAFFIC AND SPECIAL SERVICES,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,4975.93,42.95,0.00,0.00
30 -  FIRE,30270 - FIRE INVESTIGATION,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,4976.07,5000.25,5229.37,4612.22
31 -  POLICE,31170 - ACADEMY,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,4981.73,0.00,0.00,0.00
40 -  ENGINEERING,40139 - ENG MEDIAN MAINTENANCE,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,4997.71,1797.13,1710.10,1596.15
45 -  TRAFFIC ENGINEERING,45201 - TE STLIGHT ADMIN,Expense,51 - SALARIES,51210 - HOURLY WAGES,5000.73,256.38,0.00,0.00
40 -  ENGINEERING,40470 - ENG FAC MAINT ADMIN,Expense,51 - SALARIES,51210 - HOURLY WAGES,5003.61,318.02,67.95,0.00
17 -  INFORMATION TECHNOLOGY,17200 - IT TECHNICAL SERVICES,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,5007.17,8551.16,3768.36,3997.29
50 -  LIBRARY,50400751 - LIB FACILITIES CENTRAL,Expense,54 - PURCHASED SERVICES,54114 - SEWER,5022.23,4402.06,3113.69,3163.81
51 -  PARKS,51246 - PARK MTC CONSERVATION,Expense,53 - SUPPLIES,53413 - EQUIPMENT SUPPLIES,5035.79,5578.91,5072.03,4756.31
20 -  MUNICIPAL COURT,20100 - MUNICIPAL COURT,Expense,54 - PURCHASED SERVICES,54686 - INTERPRETERS SIGNING SERVICES,5039.90,3323.30,2994.45,3578.94
50 -  LIBRARY,50400751 - LIB FACILITIES CENTRAL,Expense,53 - SUPPLIES,53325 - HVAC SUPPLIES,5065.30,3468.24,45524.33,10341.10
21 -  TREASURER,21100 - TREASURER,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,5095.29,2262.30,1765.35,2277.42
50 -  LIBRARY,50223751 - LIB COMM ENGAGE ADULT CENTRAL,Expense,54 - PURCHASED SERVICES,54815 - GRANTS,5104.32,0.00,0.00,-1.97
45 -  TRAFFIC ENGINEERING,45801 - TE PED BIKE ADMIN,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,5111.22,5979.05,6299.52,4351.11
45 -  TRAFFIC ENGINEERING,45300 - TE PAVE MARK,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,5133.75,7.93,0.00,1.09
51 -  PARKS,51170 - PARK COM REC GOODMAN POOL,Expense,51 - SALARIES,51140 - COMPENSATED ABSENCE,5147.64,7745.60,3940.32,5456.19
65 -  PLANNING,65223 - PL TRANSPORTATION PLAN NON MPO,Expense,51 - SALARIES,51140 - COMPENSATED ABSENCE,5149.47,5325.89,5605.15,5661.19
40 -  ENGINEERING,40115 - ENG ADMIN PRIVATE DEVELOPMENT,Expense,51 - SALARIES,51320 - OVERTIME WAGES HOURLY,5177.58,2362.65,3251.75,3772.86
30 -  FIRE,30133 - FIRE APPLICANT PROMOTION,Expense,53 - SUPPLIES,53165 - BOOKS AND SUBSCRIPTIONS,5188.83,409.75,1643.70,0.00
40 -  ENGINEERING,40145 - ENG STREETS DUTCH MILL PNR MNT,Expense,51 - SALARIES,51110 - PERMANENT WAGES,5193.21,4425.25,2838.06,3218.84
44 -  STREETS,44101 - ST SOLID WASTE ADMIN,Expense,54 - PURCHASED SERVICES,54645 - CONSULTING SERVICES,5200.00,13650.00,650.00,0.00
45 -  TRAFFIC ENGINEERING,45404 - TE COMM INSTALL OR REMOVE,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,5224.00,0.00,0.00,0.00
40 -  ENGINEERING,40121 - ENG STREETS GENERAL,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,5224.62,4704.42,4930.87,10187.20
51 -  PARKS,51180 - PARK COM REC OLBRICH GENERAL,Expense,54 - PURCHASED SERVICES,54120 - TELEPHONE,5230.24,5750.07,6175.58,3432.21
65 -  PLANNING,65112 - PL MADISON ARTS PROGRAM,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,5242.02,5368.79,5707.63,5750.01
65 -  PLANNING,65220 - PL PLAN COMMISSION DEV REVIEW,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,5245.14,2267.93,1742.09,0.00
45 -  TRAFFIC ENGINEERING,45305 - TE PAVE MARK MAINTENANCE,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,5262.87,5078.23,5234.22,5267.35
62 -  COMMUNITY DEVELOPMENT,62442 - CRISIS SUPPORT SERVICES,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,5275.31,5651.50,1580.15,3400.42
44 -  STREETS,44660 - ST WEED CONTROL,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,5275.65,4921.45,5169.01,4947.41
31 -  POLICE,31292 - RECORDS GENERAL,Expense,53 - SUPPLIES,53140 - HARDWARE SUPPLIES,5284.23,4344.56,4202.43,3422.10
45 -  TRAFFIC ENGINEERING,45202 - TE STLIGHT PLAN AND REVIEW,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,5286.51,2618.05,2922.48,2925.70
30 -  FIRE,30252 - FIRE INSPECTION ELEVATOR,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,5295.20,11370.62,8551.77,3066.53
10 -  ASSESSOR,10120 - ASSESSOR PERSONAL PROPERTY,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,5304.82,5403.60,5544.72,5594.48
51 -  PARKS,51243 - PARK MTC CENTRAL PARKS,Expense,57 - INTER DEPART CHARGES,57175 - ID CHARGE FROM INSURANCE,5305.00,5865.00,8515.00,6217.00
30 -  FIRE,30110720 - FIRE GEN FIELD OP ADMIN,Expense,54 - PURCHASED SERVICES,54121 - CELLULAR TELEPHONE,5311.74,5198.59,6033.06,3791.02
44 -  STREETS,44101 - ST SOLID WASTE ADMIN,Expense,54 - PURCHASED SERVICES,54120 - TELEPHONE,5337.66,3032.66,3528.75,1486.24
10 -  ASSESSOR,10120 - ASSESSOR PERSONAL PROPERTY,Expense,54 - PURCHASED SERVICES,54515 - MILEAGE,5347.12,3672.69,4464.16,4714.75
40 -  ENGINEERING,40470 - ENG FAC MAINT ADMIN,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,5349.02,9215.21,12877.87,12279.93
14 -  COMMON COUNCIL,14100 - COMMON COUNCIL,Expense,53 - SUPPLIES,53120 - COPY PRINTING SUPPLIES,5349.25,9339.19,10351.79,8470.50
31 -  POLICE,31292 - RECORDS GENERAL,Expense,53 - SUPPLIES,53120 - COPY PRINTING SUPPLIES,5359.01,6206.40,5469.94,6835.53
44 -  STREETS,44662 - ST GRAFFITI REMOVALS,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,5366.31,4317.42,4536.62,3973.76
45 -  TRAFFIC ENGINEERING,45404 - TE COMM INSTALL OR REMOVE,Expense,51 - SALARIES,51140 - COMPENSATED ABSENCE,5378.94,6259.28,8483.25,5100.35
44 -  STREETS,44334 - ST SNOW MISCELLANEOUS,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,5379.44,5826.65,205.88,403.53
45 -  TRAFFIC ENGINEERING,45220 - TE STLIGHT ONE CALL,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,5417.42,7826.44,8930.97,8358.47
65 -  PLANNING,65111 - PL PRESERVATION PLANNING,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,5420.80,5269.61,5878.92,3644.44
44 -  STREETS,44110 - ST REFUSE COLLECTION,Expense,54 - PURCHASED SERVICES,54210 - BUILDING IMPROV REPAIR MAINT,5422.81,10629.66,8567.09,4980.70
45 -  TRAFFIC ENGINEERING,45503 - TE SIGNALS DESIGN,Expense,52 - BENEFITS,52410 - HEALTH INSURANCE BENEFIT,5429.00,2539.20,702.63,267.42
51 -  PARKS,51245 - PARK MTC CONSTRUCTION,Expense,54 - PURCHASED SERVICES,54330 - EQUIP IMPROV REPAIR MAINT,5433.95,5788.15,8945.02,10913.16
50 -  LIBRARY,50400759 - LIB FACILITIES SOUTH MADISON,Expense,54 - PURCHASED SERVICES,54320 - COMMUNICATION DEVICE RPR MAIN,5448.33,6332.11,1678.31,1678.32
31 -  POLICE,31146 - SPECIAL INVESTIGATIONS UNITS,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,5449.33,0.00,0.00,0.00
50 -  LIBRARY,50223755 - LIB COMM ENGAGE ADULT MEA,Expense,53 - SUPPLIES,53155 - PROGRAM SUPPLIES,5457.46,3592.18,388.86,2206.48
31 -  POLICE,31102651 - CENTRAL PD FIELD,Expense,54 - PURCHASED SERVICES,54120 - TELEPHONE,5457.98,5467.34,4813.12,4422.76
40 -  ENGINEERING,40116 - ENG ADMIN INSPECTION SURVEY,Expense,52 - BENEFITS,52410 - HEALTH INSURANCE BENEFIT,5472.83,7198.70,8791.15,8554.60
44 -  STREETS,44116 - ST TRANSFER STATION OTHER,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,5474.38,6234.67,4308.79,6098.13
45 -  TRAFFIC ENGINEERING,45104 - TE SIGNING INSTALL OR REMOVE,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,5477.88,11530.67,9151.28,10443.14
11 -  ATTORNEY,11100 - ATTY ORDINANCE ENFORCEMENT,Expense,53 - SUPPLIES,53165 - BOOKS AND SUBSCRIPTIONS,5481.83,3723.75,4752.66,2798.72
31 -  POLICE,31100 - POLICE FIELD,Expense,53 - SUPPLIES,53420 - GASOLINE,5497.11,5487.44,5623.44,7862.94
45 -  TRAFFIC ENGINEERING,45300 - TE PAVE MARK,Expense,57 - INTER DEPART CHARGES,57140 - ID CHARGE FROM ENGINEERING,5500.00,4909.00,4909.00,4909.00
62 -  COMMUNITY DEVELOPMENT,62441 - YOUTH SERVICES,Expense,54 - PURCHASED SERVICES,54810 - OTHER SERVICES AND EXPENSES,5500.00,5500.00,21500.00,5500.00
65 -  PLANNING,65111 - PL PRESERVATION PLANNING,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,5502.41,5637.53,6355.36,3994.69
50 -  LIBRARY,50100 - LIB PUBLIC SERVICE,Expense,51 - SALARIES,51210 - HOURLY WAGES,5512.11,3311.07,1300.32,18661.38
31 -  POLICE,31102 - FIELD GENERAL OVERALL,Expense,52 - BENEFITS,52410 - HEALTH INSURANCE BENEFIT,5526.33,873.57,0.00,0.00
44 -  STREETS,44221 - ST LEAF COLLECTION,Expense,51 - SALARIES,51140 - COMPENSATED ABSENCE,5539.79,5380.63,4769.56,4616.36
40 -  ENGINEERING,40126 - ENG STREETS FENCE MAINTENANCE,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,5549.52,7736.77,11537.58,0.81
65 -  PLANNING,65113 - PL URBAN DESIGN COMMISSION,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,5555.68,5453.27,237.76,0.00
60 -  BUILDING INSPECTION,60100 - BI INSPECTION,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,5565.95,5992.33,6713.96,6692.31
50 -  LIBRARY,50400751 - LIB FACILITIES CENTRAL,Expense,54 - PURCHASED SERVICES,54245 - PROCESS FEES RECYCLABLES,5594.78,2763.53,3166.10,2053.34
45 -  TRAFFIC ENGINEERING,45803 - TE PED BIKE DESIGN,Expense,52 - BENEFITS,52410 - HEALTH INSURANCE BENEFIT,5610.18,5743.94,7461.21,0.00
51 -  PARKS,51230 - PARK MTC FACILITY MAINTENANCE,Expense,54 - PURCHASED SERVICES,54215 - WASTE DISPOSAL,5622.21,39267.17,36290.45,12729.02
31 -  POLICE,31140 - WEST,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,5622.56,4989.76,3671.38,3236.35
51 -  PARKS,51230 - PARK MTC FACILITY MAINTENANCE,Expense,54 - PURCHASED SERVICES,54810 - OTHER SERVICES AND EXPENSES,5628.76,8988.69,393.50,1603.80
45 -  TRAFFIC ENGINEERING,45105 - TE SIGNING MAINTENANCE,Expense,51 - SALARIES,51210 - HOURLY WAGES,5634.84,5490.41,78149.00,84929.10
40 -  ENGINEERING,40113 - ENG ADMIN FLEET MAINTENANCE,Expense,57 - INTER DEPART CHARGES,57141 - ID CHARGE FROM FLEET SERVICES,5646.13,95794.77,5193.92,5889.05
31 -  POLICE,31155 - TRAFFIC AND SPECIAL SERVICES,Expense,54 - PURCHASED SERVICES,54330 - EQUIP IMPROV REPAIR MAINT,5648.19,4680.09,3227.20,1959.60
45 -  TRAFFIC ENGINEERING,45101 - TE SIGNING ADMIN,Expense,51 - SALARIES,51210 - HOURLY WAGES,5655.22,0.00,0.00,0.00
44 -  STREETS,44220 - ST RECYCLING COLLECTION,Expense,57 - INTER DEPART CHARGES,57145 - ID CHARGE FROM TRAFFIC ENGINEE,5658.38,5445.73,4497.34,377.92
31 -  POLICE,31200 - POLICE SUPPORT,Expense,54 - PURCHASED SERVICES,54350 - LEASE RENTAL OF EQUIPMENT,5674.73,13886.00,13874.00,13728.00
40 -  ENGINEERING,40121 - ENG STREETS GENERAL,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,5682.06,5799.89,7105.79,15459.08
60 -  BUILDING INSPECTION,60500 - BI SYSTEMATIC CODE ENFORCEMENT,Expense,54 - PURCHASED SERVICES,54620 - LEGAL SERVICES,5691.00,5057.00,2572.00,4612.00
45 -  TRAFFIC ENGINEERING,45502 - TE SIGNALS PLAN AND REVIEW,Expense,52 - BENEFITS,52410 - HEALTH INSURANCE BENEFIT,5699.16,10907.29,14553.02,16052.12
51 -  PARKS,51247 - PARK MTC PARK RANGERS,Expense,53 - SUPPLIES,53120 - COPY PRINTING SUPPLIES,5699.20,0.00,0.00,0.00
62 -  COMMUNITY DEVELOPMENT,62331 - NBRHD CTRS AND CMTY GARDENS GF,Expense,52 - BENEFITS,52410 - HEALTH INSURANCE BENEFIT,5725.02,465.21,9094.34,6681.05
10 -  ASSESSOR,10130 - ASSESSOR COMMERCIAL,Expense,54 - PURCHASED SERVICES,54515 - MILEAGE,5731.34,4677.16,2076.63,2788.02
50 -  LIBRARY,50400752 - LIB FACILITIES HAWTHORNE,Expense,54 - PURCHASED SERVICES,54860 - TAXES AND SPECIAL ASSESSMENTS,5745.08,6267.36,6267.36,6551.52
62 -  COMMUNITY DEVELOPMENT,62551 - CD DIVISION 27 PRGM ADMIN,Expense,57 - INTER DEPART CHARGES,57175 - ID CHARGE FROM INSURANCE,5763.00,8270.00,31949.00,30487.00
45 -  TRAFFIC ENGINEERING,45305 - TE PAVE MARK MAINTENANCE,Expense,53 - SUPPLIES,53235 - SAFETY SUPPLIES,5775.49,1106.23,81.93,0.00
51 -  PARKS,51220 - PARK MTC FORESTRY GENERAL,Expense,54 - PURCHASED SERVICES,54810 - OTHER SERVICES AND EXPENSES,5794.13,1502.21,146.71,326.01
65 -  PLANNING,65101 - PL NEIGH PLAN PRES DESIGN ADMI,Expense,51 - SALARIES,51140 - COMPENSATED ABSENCE,5799.38,6046.47,12929.74,7805.28
44 -  STREETS,44441 - ST HAND SWEEPING,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,5807.68,5759.09,6491.25,10640.57
51 -  PARKS,51242 - PARK MTC WEST PARKS,Expense,53 - SUPPLIES,53215 - JANITORIAL SUPPLIES,5809.99,10001.32,10692.01,5529.10
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,5811.72,1429.28,738.80,3854.34
31 -  POLICE,31120 - CENTRAL,Expense,51 - SALARIES,51130 - WORKERS COMPENSATION WAGES,5820.04,0.00,0.00,0.00
65 -  PLANNING,65112 - PL MADISON ARTS PROGRAM,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,5821.52,6169.18,6369.58,6509.92
31 -  POLICE,31290 - FINANCE,Expense,51 - SALARIES,51140 - COMPENSATED ABSENCE,5828.92,91.20,0.00,0.00
51 -  PARKS,51160 - PARK COM REC REC SERVICES,Expense,54 - PURCHASED SERVICES,54350 - LEASE RENTAL OF EQUIPMENT,5838.40,20890.40,6656.00,10803.00
31 -  POLICE,31170 - ACADEMY,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,5850.55,4754.44,9703.78,14091.75
62 -  COMMUNITY DEVELOPMENT,62550 - CD DIVISION 26 PRGM ADMIN,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,5855.74,5437.28,789.43,1576.88
51 -  PARKS,51170 - PARK COM REC GOODMAN POOL,Expense,51 - SALARIES,51320 - OVERTIME WAGES HOURLY,5858.24,4333.79,6322.81,5497.56
44 -  STREETS,44660 - ST WEED CONTROL,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,5859.59,5555.97,5623.97,5409.34
62 -  COMMUNITY DEVELOPMENT,62442 - CRISIS SUPPORT SERVICES,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,5863.33,6419.22,1705.89,3804.25
51 -  PARKS,51210 - PARK MTC FOREST ADMIN,Expense,54 - PURCHASED SERVICES,54535 - MEMBERSHIPS,5870.00,5230.98,5050.00,5296.80
44 -  STREETS,44111 - ST LARGE ITEMS,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,5876.25,6272.79,6347.34,6616.87
30 -  FIRE,30110705 - FIRE GEN FIELD OP STATION 5,Expense,54 - PURCHASED SERVICES,54110 - NATURAL GAS,5888.13,4255.09,-39032.60,2980.76
50 -  LIBRARY,50400751 - LIB FACILITIES CENTRAL,Expense,51 - SALARIES,51140 - COMPENSATED ABSENCE,5899.16,3129.93,3051.25,2879.56
65 -  PLANNING,65113 - PL URBAN DESIGN COMMISSION,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,5923.77,5856.66,266.38,0.00
31 -  POLICE,31157 - CROSSING GUARDS,Expense,51 - SALARIES,51140 - COMPENSATED ABSENCE,5944.32,2214.34,1692.33,1743.36
15 -  FINANCE,15230 - FIN INTERNAL AUDIT,Expense,52 - BENEFITS,52410 - HEALTH INSURANCE BENEFIT,5962.34,6416.03,10926.08,1608.98
45 -  TRAFFIC ENGINEERING,45665 - TE SERVICES STREET OCCUPY PERM,Expense,52 - BENEFITS,52410 - HEALTH INSURANCE BENEFIT,5988.36,6956.37,19042.55,18620.33
65 -  PLANNING,65101 - PL NEIGH PLAN PRES DESIGN ADMI,Expense,54 - PURCHASED SERVICES,54810 - OTHER SERVICES AND EXPENSES,5994.00,28564.55,27181.50,8005.57
51 -  PARKS,51150 - PARK COM REC COM SERVICES,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,6004.76,3184.08,1652.20,1364.47
15 -  FINANCE,15300 - FIN RISK MGMT,Expense,54 - PURCHASED SERVICES,54232 - CUSTODIAL BUILDING USE CHARGES,6024.00,5237.47,4883.77,3723.54
45 -  TRAFFIC ENGINEERING,45504 - TE SIGNALS INSTALL OR REMOVE,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,6064.13,0.00,4472.73,0.00
31 -  POLICE,31100 - POLICE FIELD,Expense,54 - PURCHASED SERVICES,54655 - PRINTING SERVICES,6069.06,4972.77,1830.45,3951.36
45 -  TRAFFIC ENGINEERING,45301 - TE PAVE MARK ADMIN,Expense,52 - BENEFITS,52410 - HEALTH INSURANCE BENEFIT,6073.02,7725.14,6987.19,12610.48
60 -  BUILDING INSPECTION,60100 - BI INSPECTION,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,6088.73,11366.72,10062.73,4847.41
17 -  INFORMATION TECHNOLOGY,17200 - IT TECHNICAL SERVICES,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,6090.00,7659.71,7344.99,6012.12
31 -  POLICE,31280 - INFO MGT AND TECHNOLOGY,Expense,51 - SALARIES,51120 - PREMIUM PAY,6092.93,0.00,0.00,0.00
44 -  STREETS,44116 - ST TRANSFER STATION OTHER,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,6098.33,7024.20,4615.09,8046.40
45 -  TRAFFIC ENGINEERING,45404 - TE COMM INSTALL OR REMOVE,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,6102.92,14837.24,19265.88,19881.48
31 -  POLICE,31292 - RECORDS GENERAL,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,6105.61,7632.38,10002.23,8925.82
45 -  TRAFFIC ENGINEERING,45800 - TE BICYCLE AND PEDESTRIAN SVCS,Expense,51 - SALARIES,51110 - PERMANENT WAGES,6132.22,10945.48,7773.14,10687.54
44 -  STREETS,44662 - ST GRAFFITI REMOVALS,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,6148.43,7148.98,4933.94,4320.20
44 -  STREETS,44110 - ST REFUSE COLLECTION,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,6152.58,6294.48,7622.44,26401.10
50 -  LIBRARY,50221759 - LIB COMM ENGAGE YOUTH SMB,Expense,54 - PURCHASED SERVICES,54815 - GRANTS,6153.00,0.00,0.00,0.00
63 -  ECONOMIC DEVELOPMENT,63220 - EDD OBR VENDING,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,6173.66,6461.14,7525.84,6813.01
40 -  ENGINEERING,40360 - ENG FAC MGMT ADMIN,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,6174.77,6921.17,8359.31,9117.71
31 -  POLICE,31146 - SPECIAL INVESTIGATIONS UNITS,Expense,53 - SUPPLIES,53245 - UNIFORM CLOTHING SUPPLIES,6175.00,0.00,0.00,0.00
60 -  BUILDING INSPECTION,60400 - BI CONSUMER PROTECTION,Expense,54 - PURCHASED SERVICES,54515 - MILEAGE,6176.06,7764.73,6932.53,5830.71
45 -  TRAFFIC ENGINEERING,45204 - TE STLIGHT INSTALL OR REMOVE,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,6177.96,3822.08,4376.57,5046.41
45 -  TRAFFIC ENGINEERING,45302 - TE PAVE MARK PLAN AND REVIEW,Expense,52 - BENEFITS,52410 - HEALTH INSURANCE BENEFIT,6179.18,2474.80,3884.39,1893.81
30 -  FIRE,30110721 - FIRE GEN FIELD OP MAINT FAC,Expense,54 - PURCHASED SERVICES,54110 - NATURAL GAS,6180.50,4724.76,5802.56,6932.82
44 -  STREETS,44222 - ST DROP OFF SITES,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,6208.57,4645.60,4703.65,5078.71
30 -  FIRE,30114 - FIRE HAZARDOUS INCIDENT TEAM,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,6211.30,3182.63,792.73,5133.42
62 -  COMMUNITY DEVELOPMENT,62471 - SENIOR CENTER,Expense,54 - PURCHASED SERVICES,54210 - BUILDING IMPROV REPAIR MAINT,6229.18,8819.96,9228.04,5258.58
30 -  FIRE,30110711 - FIRE GEN FIELD OP STATION 11,Expense,54 - PURCHASED SERVICES,54110 - NATURAL GAS,6245.67,4437.96,4990.82,5018.53
45 -  TRAFFIC ENGINEERING,45304 - TE PAVE MARK INSTALL OR REMOVE,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,6246.26,7699.72,8286.96,7480.86
60 -  BUILDING INSPECTION,60100 - BI INSPECTION,Expense,53 - SUPPLIES,53120 - COPY PRINTING SUPPLIES,6255.18,8317.74,9805.83,9564.44
51 -  PARKS,51241 - PARK MTC EAST PARKS,Expense,51 - SALARIES,51140 - COMPENSATED ABSENCE,6255.90,8199.45,12319.85,23088.92
45 -  TRAFFIC ENGINEERING,45200 - TE STLIGHT,Expense,54 - PURCHASED SERVICES,54110 - NATURAL GAS,6260.89,5904.89,6502.18,7114.32
51 -  PARKS,51110 - PARK COM REC ADMIN,Expense,51 - SALARIES,51140 - COMPENSATED ABSENCE,6261.32,305.57,314.81,5243.87
44 -  STREETS,44401 - ST STREET SWEEPING ADMIN,Expense,52 - BENEFITS,52410 - HEALTH INSURANCE BENEFIT,6274.51,542.90,18.97,0.00
31 -  POLICE,31105 - SWAT,Expense,53 - SUPPLIES,53245 - UNIFORM CLOTHING SUPPLIES,6276.24,2638.50,984.61,16930.78
31 -  POLICE,31280 - INFO MGT AND TECHNOLOGY,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,6279.98,3475.34,3016.43,1055.22
40 -  ENGINEERING,40471 - ENG FAC MAINT BUILDING MAINT,Expense,54 - PURCHASED SERVICES,54220 - PEST CONTROL,6291.34,6461.53,4468.58,5014.35
11 -  ATTORNEY,11300 - ATTY COUNSEL REPRESENTATION,Expense,53 - SUPPLIES,53165 - BOOKS AND SUBSCRIPTIONS,6301.14,6362.67,6858.10,4990.17
50 -  LIBRARY,50222751 - LIB COMM ENGAGE TEEN CENTRAL,Expense,53 - SUPPLIES,53155 - PROGRAM SUPPLIES,6305.18,9986.65,10747.88,8387.34
64 -  PCED OFFICE OF DIRECTOR,64100 - PCED ADMIN AND SUPPORT,Expense,57 - INTER DEPART CHARGES,57176 - ID CHARGE FROM WORKERS COMP,6306.00,775.00,819.00,880.00
44 -  STREETS,44221 - ST LEAF COLLECTION,Expense,51 - SALARIES,51320 - OVERTIME WAGES HOURLY,6322.76,5988.06,3553.23,3448.00
45 -  TRAFFIC ENGINEERING,45300 - TE PAVE MARK,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,6342.10,478.76,0.00,1.23
51 -  PARKS,51110 - PARK COM REC ADMIN,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,6342.65,7864.18,12812.04,14119.46
30 -  FIRE,30110709 - FIRE GEN FIELD OP STATION 9,Expense,54 - PURCHASED SERVICES,54112 - ELECTRICITY,6352.99,6170.67,5228.37,5053.47
45 -  TRAFFIC ENGINEERING,45501 - TE SIGNALS ADMIN,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,6358.81,4574.52,3143.89,1010.50
51 -  PARKS,51110 - PARK COM REC ADMIN,Expense,57 - INTER DEPART CHARGES,57175 - ID CHARGE FROM INSURANCE,6368.00,7040.00,10220.00,7462.00
51 -  PARKS,51247 - PARK MTC PARK RANGERS,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,6388.44,9.56,0.00,0.00
44 -  STREETS,44110 - ST REFUSE COLLECTION,Expense,57 - INTER DEPART CHARGES,57145 - ID CHARGE FROM TRAFFIC ENGINEE,6392.27,5808.78,6650.99,7585.92
51 -  PARKS,51150 - PARK COM REC COM SERVICES,Expense,51 - SALARIES,51140 - COMPENSATED ABSENCE,6407.91,2738.91,3219.68,9238.05
44 -  STREETS,44222 - ST DROP OFF SITES,Expense,51 - SALARIES,51140 - COMPENSATED ABSENCE,6413.31,7381.62,6376.44,5027.57
51 -  PARKS,51240 - PARK MTC PARKS MAINTENANCE,Expense,52 - BENEFITS,52410 - HEALTH INSURANCE BENEFIT,6414.28,0.00,0.00,0.00
40 -  ENGINEERING,40253 - ENG MAPPING PLAT REVIEW,Expense,52 - BENEFITS,52410 - HEALTH INSURANCE BENEFIT,6418.97,6698.14,7427.73,9740.38
44 -  STREETS,44330 - ST SNOW PLOW AND SPREAD,Expense,54 - PURCHASED SERVICES,54330 - EQUIP IMPROV REPAIR MAINT,6431.27,6392.16,3118.33,8986.38
